user_id,type,event,key,x,y,time
friend01,key,release,Key.enter,,,0.1443
friend01,key,press,k,,,15.9724
friend01,key,press,j,,,15.9967
friend01,key,press,b,,,16.1109
friend01,key,release,k,,,16.2307
friend01,key,release,j,,,16.2634
friend01,key,press,d,,,16.272
friend01,key,release,b,,,16.2887
friend01,key,press,f,,,16.3774
friend01,key,release,d,,,16.5266
friend01,key,release,f,,,16.5821
friend01,key,press,k,,,16.8187
friend01,key,release,k,,,16.9165
friend01,key,press,k,,,16.969
friend01,key,release,k,,,17.0857
friend01,key,press,h,,,17.4168
friend01,key,release,h,,,17.4954
friend01,key,press,e,,,17.6279
friend01,key,release,e,,,17.7114
friend01,key,press,l,,,17.9538
friend01,key,release,l,,,18.06
friend01,key,press,l,,,18.1084
friend01,key,release,l,,,18.2111
friend01,key,press,o,,,18.2827
friend01,key,release,o,,,18.3792
friend01,key,press,Key.space,,,18.4744
friend01,key,release,Key.space,,,18.5873
friend01,key,press,i,,,18.6724
friend01,key,release,i,,,18.7592
friend01,key,press,Key.space,,,18.7909
friend01,key,release,Key.space,,,18.9148
friend01,key,press,a,,,18.9359
friend01,key,press,m,,,19.0571
friend01,key,release,a,,,19.0887
friend01,key,release,m,,,19.1682
friend01,key,press,Key.space,,,19.22
friend01,key,release,Key.space,,,19.3412
friend01,key,press,p,,,19.345
friend01,key,release,p,,,19.4449
friend01,key,press,a,,,19.453
friend01,key,release,a,,,19.6024
friend01,key,press,t,,,19.6382
friend01,key,release,t,,,19.7471
friend01,key,press,r,,,19.814
friend01,key,release,r,,,19.923
friend01,key,press,i,,,19.9311
friend01,key,release,i,,,20.0445
friend01,key,press,c,,,20.1441
friend01,key,release,c,,,20.2236
friend01,key,press,k,,,20.253
friend01,key,release,k,,,20.3771
friend01,key,press,<97>,,,20.9363
friend01,key,release,<97>,,,21.036
friend01,key,press,<97>,,,21.1179
friend01,key,release,<97>,,,21.1967
friend01,key,press,<97>,,,21.2605
friend01,key,release,<97>,,,21.3583
friend01,key,press,Key.space,,,21.8402
friend01,key,release,Key.space,,,21.9593
friend01,key,press,Key.shift_r,,,22.0517
friend01,key,press,@,,,22.249
friend01,key,release,@,,,22.3772
friend01,key,release,Key.shift_r,,,22.4475
friend01,key,press,f,,,22.5694
friend01,key,release,f,,,22.7144
friend01,key,press,i,,,22.7365
friend01,key,press,d,,,22.8393
friend01,key,press,s,,,22.8492
friend01,key,release,i,,,22.8701
friend01,key,release,s,,,23.0205
friend01,key,release,d,,,23.06
friend01,key,press,k,,,23.0708
friend01,key,press,j,,,23.1458
friend01,key,release,k,,,23.2675
friend01,key,press,b,,,23.2918
friend01,key,release,j,,,23.3539
friend01,key,release,b,,,23.4058
friend01,key,press,d,,,23.4807
friend01,key,press,s,,,23.4849
friend01,key,release,s,,,23.6973
friend01,key,release,d,,,23.7126
friend01,key,press,k,,,23.7261
friend01,key,release,k,,,23.8522
friend01,key,press,k,,,23.9289
friend01,key,release,k,,,24.056
friend01,key,press,k,,,24.1372
friend01,key,release,k,,,24.2368
friend01,key,press,q,,,24.444
friend01,key,press,w,,,24.4825
friend01,key,release,q,,,24.6538
friend01,key,press,q,,,24.7281
friend01,key,press,i,,,24.7281
friend01,key,press,u,,,24.7815
friend01,key,release,w,,,24.8492
friend01,key,press,h,,,24.9066
friend01,key,release,q,,,24.9413
friend01,key,release,i,,,24.9444
friend01,key,release,u,,,25.0092
friend01,key,press,f,,,25.086
friend01,key,release,h,,,25.0924
friend01,key,press,s,,,25.136
friend01,key,press,a,,,25.1444
friend01,key,release,f,,,25.22
friend01,key,press,d,,,25.3173
friend01,key,release,d,,,25.4265
friend01,key,release,s,,,25.4898
friend01,key,press,n,,,25.5084
friend01,key,release,a,,,25.5189
friend01,key,release,n,,,25.6332
friend01,key,press,e,,,31.0797
friend01,key,press,w,,,31.0915
friend01,key,press,f,,,31.1987
friend01,key,press,k,,,31.2192
friend01,key,press,j,,,31.2815
friend01,key,release,w,,,31.2849
friend01,key,release,e,,,31.3492
friend01,key,press,n,,,31.4387
friend01,key,release,k,,,31.4602
friend01,key,release,f,,,31.4712
friend01,key,release,j,,,31.5107
friend01,key,release,n,,,31.5735
friend01,key,press,w,,,31.6482
friend01,key,press,g,,,31.7473
friend01,key,release,w,,,31.7957
friend01,key,release,g,,,31.87
friend01,key,press,k,,,31.9228
friend01,key,press,j,,,31.9359
friend01,key,release,j,,,32.1048
friend01,key,release,k,,,32.1227
friend01,key,press,Key.enter,,,33.0903
friend01,key,release,Key.enter,,,33.2017
friend01,key,press,Key.esc,,,33.8987
friend01,key,release,Key.esc,,,34.0071
friend01,mouse,move,,1247,1189,0.8399
friend01,mouse,move,,1217,1197,0.8537
friend01,mouse,move,,1191,1205,0.8597
friend01,mouse,move,,1169,1204,0.8681
friend01,mouse,move,,1150,1202,0.8754
friend01,mouse,move,,1134,1200,0.8785
friend01,mouse,move,,1117,1201,0.8872
friend01,mouse,move,,1103,1199,0.8945
friend01,mouse,move,,1086,1197,0.9024
friend01,mouse,move,,1070,1195,0.9075
friend01,mouse,move,,1053,1192,0.9104
friend01,mouse,move,,1038,1188,0.9224
friend01,mouse,move,,1021,1183,0.9232
friend01,mouse,move,,1006,1177,0.9368
friend01,mouse,move,,991,1169,0.9388
friend01,mouse,move,,977,1162,0.9498
friend01,mouse,move,,965,1153,0.9533
friend01,mouse,move,,955,1146,0.9533
friend01,mouse,move,,948,1137,0.9705
friend01,mouse,move,,943,1129,0.9748
friend01,mouse,move,,935,1119,0.9827
friend01,mouse,move,,931,1111,0.9873
friend01,mouse,move,,929,1101,0.9977
friend01,mouse,move,,924,1091,1.006
friend01,mouse,move,,923,1082,1.006
friend01,mouse,move,,922,1072,1.016
friend01,mouse,move,,920,1066,1.0224
friend01,mouse,move,,919,1062,1.0287
friend01,mouse,move,,919,1059,1.0373
friend01,mouse,move,,919,1056,1.0465
friend01,mouse,move,,919,1055,1.0514
friend01,mouse,move,,919,1055,1.0606
friend01,mouse,move,,919,1054,1.0612
friend01,mouse,move,,919,1053,1.0743
friend01,mouse,move,,919,1052,1.0774
friend01,mouse,move,,919,1052,1.0871
friend01,mouse,move,,919,1051,1.1083
friend01,mouse,move,,918,1050,1.122
friend01,mouse,move,,918,1049,1.136
friend01,mouse,move,,917,1048,1.1395
friend01,mouse,move,,916,1047,1.1476
friend01,mouse,move,,916,1044,1.1566
friend01,mouse,move,,915,1038,1.1632
friend01,mouse,move,,915,1031,1.1703
friend01,mouse,move,,915,1025,1.177
friend01,mouse,move,,894,996,1.4231
friend01,mouse,move,,874,963,1.4388
friend01,mouse,move,,855,933,1.4421
friend01,mouse,move,,838,904,1.4523
friend01,mouse,move,,824,879,1.4559
friend01,mouse,move,,811,853,1.4653
friend01,mouse,move,,801,836,1.473
friend01,mouse,move,,793,820,1.4784
friend01,mouse,move,,786,807,1.4865
friend01,mouse,move,,778,793,1.4865
friend01,mouse,move,,773,783,1.5018
friend01,mouse,move,,767,772,1.5018
friend01,mouse,move,,760,765,1.5018
friend01,mouse,move,,755,758,1.5194
friend01,mouse,move,,751,752,1.5194
friend01,mouse,move,,747,747,1.5338
friend01,mouse,move,,744,744,1.5338
friend01,mouse,move,,742,741,1.5498
friend01,mouse,move,,740,738,1.5498
friend01,mouse,move,,738,736,1.5498
friend01,mouse,move,,736,733,1.5689
friend01,mouse,move,,735,730,1.5752
friend01,mouse,move,,733,728,1.5828
friend01,mouse,move,,730,724,1.5828
friend01,mouse,move,,729,721,1.5971
friend01,mouse,move,,727,718,1.6014
friend01,mouse,move,,725,713,1.6014
friend01,mouse,move,,722,706,1.6131
friend01,mouse,move,,720,700,1.6131
friend01,mouse,move,,717,692,1.63
friend01,mouse,move,,713,682,1.63
friend01,mouse,move,,710,673,1.6448
friend01,mouse,move,,709,663,1.6525
friend01,mouse,move,,706,652,1.6611
friend01,mouse,move,,704,642,1.6616
friend01,mouse,move,,702,634,1.6616
friend01,mouse,move,,701,627,1.6791
friend01,mouse,move,,699,619,1.6791
friend01,mouse,move,,699,613,1.6949
friend01,mouse,move,,698,606,1.6987
friend01,mouse,move,,697,600,1.7073
friend01,mouse,move,,695,592,1.714
friend01,mouse,move,,694,583,1.719
friend01,mouse,move,,694,575,1.727
friend01,mouse,move,,693,566,1.7277
friend01,mouse,move,,693,558,1.7354
friend01,mouse,move,,691,549,1.7436
friend01,mouse,move,,691,539,1.7436
friend01,mouse,move,,691,530,1.7568
friend01,mouse,move,,691,523,1.7568
friend01,mouse,move,,691,513,1.7753
friend01,mouse,move,,691,508,1.7753
friend01,mouse,move,,691,502,1.7885
friend01,mouse,move,,691,496,1.7905
friend01,mouse,move,,691,492,1.7905
friend01,mouse,move,,691,488,1.8055
friend01,mouse,move,,691,484,1.8055
friend01,mouse,move,,691,480,1.82
friend01,mouse,move,,691,477,1.82
friend01,mouse,move,,692,474,1.8365
friend01,mouse,move,,694,470,1.8438
friend01,mouse,move,,695,467,1.8438
friend01,mouse,move,,696,465,1.8532
friend01,mouse,move,,697,464,1.8602
friend01,mouse,click_press,,697,464,2.0995
friend01,mouse,move,,674,449,2.2436
friend01,mouse,move,,662,440,2.2436
friend01,mouse,move,,648,429,2.2547
friend01,mouse,move,,634,420,2.2604
friend01,mouse,move,,622,409,2.2708
friend01,mouse,move,,610,399,2.2772
friend01,mouse,move,,598,388,2.2792
friend01,mouse,move,,588,379,2.2897
friend01,mouse,move,,578,371,2.2935
friend01,mouse,move,,567,362,2.3028
friend01,mouse,move,,557,355,2.3111
friend01,mouse,move,,549,351,2.3131
friend01,mouse,move,,543,345,2.3245
friend01,mouse,move,,535,341,2.3311
friend01,mouse,move,,528,339,2.3391
friend01,mouse,move,,522,335,2.346
friend01,mouse,move,,517,333,2.3512
friend01,mouse,move,,511,330,2.3578
friend01,mouse,move,,508,329,2.3661
friend01,mouse,move,,504,327,2.3733
friend01,mouse,move,,501,326,2.3776
friend01,mouse,move,,496,325,2.3869
friend01,mouse,move,,493,324,2.3869
friend01,mouse,move,,489,323,2.3869
friend01,mouse,move,,486,322,2.4054
friend01,mouse,move,,482,321,2.4054
friend01,mouse,move,,478,320,2.4211
friend01,mouse,move,,472,317,2.4267
friend01,mouse,move,,466,316,2.4342
friend01,mouse,move,,460,315,2.442
friend01,mouse,move,,452,312,2.4464
friend01,mouse,move,,446,311,2.4554
friend01,mouse,move,,438,308,2.4602
friend01,mouse,move,,432,307,2.4694
