user_id,type,event,key,x,y,time
patrick01,key,release,Key.enter,,,0.1428
patrick01,key,press,h,,,6.597
patrick01,key,release,h,,,6.6934
patrick01,key,press,e,,,6.9529
patrick01,key,release,e,,,7.0651
patrick01,key,press,l,,,7.2379
patrick01,key,release,l,,,7.3385
patrick01,key,press,l,,,7.3862
patrick01,key,release,l,,,7.5041
patrick01,key,press,o,,,7.6293
patrick01,key,release,o,,,7.7567
patrick01,key,press,Key.space,,,7.8844
patrick01,key,release,Key.space,,,8.005
patrick01,key,press,i,,,8.3044
patrick01,key,release,i,,,8.4073
patrick01,key,press,Key.space,,,8.4833
patrick01,key,release,Key.space,,,8.5993
patrick01,key,press,a,,,8.7102
patrick01,key,release,a,,,8.8581
patrick01,key,press,m,,,8.8698
patrick01,key,release,m,,,8.9691
patrick01,key,press,Key.space,,,9.082
patrick01,key,release,Key.space,,,9.2178
patrick01,key,press,p,,,9.2582
patrick01,key,release,p,,,9.354
patrick01,key,press,a,,,9.4021
patrick01,key,release,a,,,9.5465
patrick01,key,press,t,,,9.6425
patrick01,key,release,t,,,9.7561
patrick01,key,press,r,,,9.8349
patrick01,key,release,r,,,9.9534
patrick01,key,press,i,,,9.9955
patrick01,key,release,i,,,10.116
patrick01,key,press,c,,,10.2295
patrick01,key,release,c,,,10.3649
patrick01,key,press,k,,,10.4739
patrick01,key,release,k,,,10.5857
patrick01,key,press,.,,,11.0202
patrick01,key,release,.,,,11.1343
patrick01,key,press,Key.esc,,,11.6651
patrick01,key,release,Key.esc,,,11.8495
patrick01,mouse,move,,1366,701,0.6401
patrick01,mouse,move,,1367,699,0.6401
patrick01,mouse,move,,1367,698,0.6553
patrick01,mouse,move,,1367,698,0.6553
patrick01,mouse,move,,1367,697,0.6743
patrick01,mouse,move,,1367,697,0.687
patrick01,mouse,move,,1366,697,0.687
patrick01,mouse,move,,1363,698,0.7028
patrick01,mouse,move,,1359,700,0.708
patrick01,mouse,move,,1349,704,0.7188
patrick01,mouse,move,,1334,710,0.7188
patrick01,mouse,move,,1311,722,0.7188
patrick01,mouse,move,,1289,737,0.7346
patrick01,mouse,move,,1265,755,0.7346
patrick01,mouse,move,,1245,771,0.7507
patrick01,mouse,move,,1225,790,0.758
patrick01,mouse,move,,1208,810,0.7665
patrick01,mouse,move,,1192,830,0.7665
patrick01,mouse,move,,1178,855,0.7665
patrick01,mouse,move,,1169,879,0.7835
patrick01,mouse,move,,1164,904,0.7835
patrick01,mouse,move,,1164,924,0.7981
patrick01,mouse,move,,1166,941,0.7981
patrick01,mouse,move,,1173,956,0.8141
patrick01,mouse,move,,1184,970,0.8141
patrick01,mouse,move,,1196,977,0.8141
patrick01,mouse,move,,1206,982,0.8356
patrick01,mouse,move,,1215,982,0.8356
patrick01,mouse,move,,1222,982,0.846
patrick01,mouse,move,,1232,978,0.8541
patrick01,mouse,move,,1244,974,0.8615
patrick01,mouse,move,,1254,967,0.869
patrick01,mouse,move,,1268,956,0.8705
patrick01,mouse,move,,1280,944,0.8705
patrick01,mouse,move,,1292,930,0.888
patrick01,mouse,move,,1305,912,0.89
patrick01,mouse,move,,1320,889,0.9032
patrick01,mouse,move,,1335,861,0.9032
patrick01,mouse,move,,1345,830,0.9179
patrick01,mouse,move,,1353,794,0.9199
patrick01,mouse,move,,1361,747,0.9199
patrick01,mouse,move,,1363,705,0.9337
patrick01,mouse,move,,1363,664,0.9337
patrick01,mouse,move,,1359,617,0.9525
patrick01,mouse,move,,1355,575,0.9534
patrick01,mouse,move,,1345,531,0.9658
patrick01,mouse,move,,1339,495,0.9658
patrick01,mouse,move,,1329,464,0.9658
patrick01,mouse,move,,1318,440,0.9815
patrick01,mouse,move,,1308,424,0.9815
patrick01,mouse,move,,1301,411,0.9977
patrick01,mouse,move,,1294,401,0.9977
patrick01,mouse,move,,1288,392,1.0136
patrick01,mouse,move,,1283,386,1.0136
patrick01,mouse,move,,1278,381,1.0136
patrick01,mouse,move,,1276,378,1.0357
patrick01,mouse,move,,1273,375,1.0357
patrick01,mouse,move,,1272,373,1.0455
